"JP5990","T/SET FORD 429-460 ROLLER w/steel gears","MISC",128.87,"Y",
"FELBS40245","REAR MAIN SEAL CHRY 241-318-340-354 2PCE","MISC",34.65,"Y",
"JP5981T","T/SET CHEV SB STEEL ROLLER w/torrington","MISC",141.32,"Y",
"JP5982","T/SET FORD 260-351W ROLLER w/steel gears","MISC",141.32,"Y",
"REDPSF","REDLINE P/STEER FLUID 946ml","OIL",26.65,"Y",
"JP9437","OIL PUMP FORD EA-EB6 HI-VOLUME","MISC",118.88,"Y",
"GR81525","ADAPTOR -8m to -8m","HOSE",8.87,"Y",
"JP5991","T/SET CHEV BB STEEL ROLLER 9 key","MISC",136.87,"Y",
"KIN3303","BYPASS VALVE SPRING KIT LIGHT","AIR",35.54,"Y","Bypass spring kit for Kinsler, Hilborn, Enderlie -6 pill/jet holders. Kit contains .016in, .018in, .019in, .021in, .024in wire diameter springs"
"JP5993","T/SET HOLD 6 EH-HZ ALLOY","MISC",61.6,"Y",
"WEL-DR300","LEAD RETAINER CHEV V8 HEI EARLY","IGNITION",18.02,"Y","TOP RING THAT HOLDS THE LEADS DOWN"
"FLE415-1","FAN 15in PLASTIC LIGHTWEIGHT","COOLING",62.2,"Y",
"JP5701","GEAR DRIVE HOLDEN 253-308","MISC",429.29,"Y",
"JP5703","GEAR DRIVE FORD 302-400c","MISC",399,"Y",
"JP5704","GEAR DRIVE FORD 289-351w","MISC",435.51,"Y",
"JP5979","T/SET HOLD 253-308 STEEL ROLLER","MISC",112.87,"Y",
"JP5980","T/SET FORD 6 XA,XF,XY","MISC",101.29,"Y",
"RP405/2","AIR FILTER SOCKS USE ERP405/2","AIR",50.65,"Y",
"JP5975","T/SET CHEV SB CAST 1 key","MISC",95.98,"Y",
"R7850","TEMP GAUGE ADAPTOR 5/8SAE to 1/2 NPT","HOSE",13.14,"Y",
"JP5978","T/SET FORD 302-351C ROLLER w/steel gears","MISC",123.51,"Y",
"FP2052","W/PUMP CHEV SB MARINE","COOLING",443.56,"Y",
"HLY108-98-10","BOWL SCREW WASHER HOLLEY NYLON","AIR",21.78,"Y",
"GRT834","S/WHEEL GRANT 11.5in BLACK/CHROME","STEERING",88.87,"Y",
"HLY10003HOL","TIN SIGN HOLLEY","ACCESSORY",51.54,"Y",
"HOW8288","CLUTCH BRG HYD RACE 4 SLOT","CLUTCH",288.87,"Y",
"HLY12-327-11","F/PUMP CHEV SB 110gph 6.5-8psi","AIR",239.11,"Y",
"E98005BK","LEAD SET 9mm V8 HEI 90deg/90deg BLACK","LEADS",102.2,"Y",
"GR93270","PLUG BUNG 1/2npt ALLEN HEAD ALLOY","HOSE",7.09,"Y",
"FRDM12259-R302","LEAD SET 9mm V8 45deg RED FORD RACING","LEADS",124.4,"Y",
"HLY116-3","FLOAT HOLLEY NITRO PHYLO","AIR",29.32,"Y",
"HLY12-289-11","F/PUMP FORD 289-351w 110 GPH 6.5-8psi","AIR",199.09,"Y",
"HLY0-81850S","CARB 600cfm HOLLEY 4bbl VAC SEC OLD STYLE","FUEL",561,"Y","Superior performance and drivability in an easy-to-tune package. Holley's model 4160 four barrel 600 cfm, square bore carburetors provide maximum performance on street and mild race vehicles. Featuring vacuum secondaries, manual choke, single fuel inlet and a secondary metering plate that has no jets, power valves, or accelerator pumps making them easy to tune (Primary side still has adjustable jets, power valve and accelerator pump). Complete with a shiney finished for a great look.
  

"
"SIM1200021","HELMET WHITE MED 7-3/8 BANDIT FR","CLOTHING",878,"Y",
"HLY0-1850S","CARB 600cfm HOLLEY 4bbl VAC SEC SILVER SERIES","AIR",486,"Y","The new and improved 600cfm 4160 model 4-barrel square bore carburetors are equipped with Holley's all-new Tru-Set needle and seats, which have eliminated the need for external adjustments. The floats have been factory-set for optimum fuel levels at 3 to 6 psi of fuel pressure, and should never need adjustment. If running over 6 psi of fuel, a fuel regulator is required. They also have an upgraded choke for smoother engine warmup and better cold drivability
 


 
"
"ALL40216","FUEL FILTER -8m ALLOY LONG w/PAPER ELEMENT","AIR",102.2,"Y","Allstar's blue anodized aluminum, high flow in-line filter with a 10 micron paper element. Filter elements are 8 inch long and fit in a 9 inch housing. Overall length is 12 inch and outside diameter is 2inch. Filter flows enough fuel for any race car and is cool enough for any street machine or street rod."
"GR1126","HOSE END -8 120deg DBLE SWIVEL","HOSE",48.87,"Y",
"ULT30023","DRIVING SUIT 1 LAYER MED BLUE","CLOTHING",248.87,"Y","Ultrashield's single layer one piece SFI driving suits are made from flame retardant NOMEX® with brass zippers. Suits have classic features including shoulder epaulettes, color matched cuffs, the Straight Leg Cuff and side seam pockets."
"HLY0-9646","CARB 850cfm HOLLEY 4bbl ALC/METH DOUBLE PUMP","AIR",950,"Y",
"HLY0-9776","CARB 450cfm HOLLEY 4bbl MECH SEC (4160) NO CHO","AIR",499.54,"Y",
"CRC 6006","CRC 66 MARINE 400ml","CHEMICALS",11.54,"Y",
"HLY0-8007","CARB 390cfm HOLLEY 4bbl VAC SEC","AIR",648,"Y",
"HLY0-80541-1","CARB 650cfm HOLLEY 4bbl DOUBLE PUMP COMPETITION","AIR",1343.09,"Y",
"HLY120-145","AIR CLEANER 10in x 2in HOLLEY","AIR",70.2,"Y",
"HLY122-46","JETS HOLLEY MAIN 46","AIR",8.87,"Y","Holley's standard main jets are just what you need to fine-tune your Holley or Demon carburetor for street or race. Threaded for easy installation and removal, and are manufactured to high tolerances for consistency."
"HLY12-801-1","F/PUMP ELECT 97gph 7psi RED","AIR",240,"Y","The universal Holley Red electric Rotor/vane fuel pumps have a 97 gph flow rate, draw only 2 amps, and have a maximum pressure of 7 psi with an externally accessible pressure relief valve, and include a mounting bracket.

Free Flow Rate: 97 gph 
Maximum Pressure (psi): 7 
Inlet Size: female 3/8"" npt
Outlet Size: female 3/8"" npt
Weight: 2.9 lbs"
10331,"RAD CAP LEVER 16psi","COOLING",26.65,"Y",
"HLY12-835","F/PUMP CHEV BB 80gph 7.5psi","AIR",173.34,"Y",
"HLY122-50","JETS HOLLEY MAIN 50","AIR",8.87,"Y",
"HLY122-51","JETS HOLLEY MAIN 51","AIR",8.87,"Y",
"SU 9480","PULLEY CHEV SB AL LWR SGL SWP","ACCESSORY",52.43,"Y",
"HLY122-47","JETS HOLLEY MAIN 47","AIR",8.87,"Y",
"HLY122-93","JETS HOLLEY MAIN 93","AIR",8.87,"Y",
"CAN84-610","EXHAUST BLOCK OFF PLATES FORD 429-460","EXH",30.2,"Y",
"DR-216SPP","GAUGE POD 2-1/16in SINGLE","ACCESSORY",49.73,"Y",
"22-74-0","W/NECK CHRY SB CHROME ALLOY O-RING STYLE","COOLING",30.2,"Y",
"HLY12-327-20","F/PUMP CHEV SB 170gph 8psi","AIR",284.43,"Y",
"HLY12-454-2","F/PUMP CHEV BB 110gph 6.5-8psi","AIR",217.76,"Y",
"EUBH02","UNI-FILTER OIL 500ml","OIL",13.32,"Y",
"PTR09-0160","RELIEF VALVE -10 REMOTE","MISC",158,"Y",
"CAARS9902-STD","RINGS 4in 4.000in 1/16,1/16,3/16 DURAMOLY","MISC",171.54,"Y",
"HLY12-833","F/PUMP FORD 289-351w 80 GPH","AIR",187.87,"Y",
"LWI15200","BELLHOUSING FORD SB STEEL SFI T/LOAD BW T-10","CLUTCH",698.78,"Y",
"HLY12-806","F/PUMP KIT HOLLEY BTM","AIR",31.98,"Y",
"HLY12-808","F/PUMP HOUSING KIT 12-801,802 HOLLEY","AIR",55.96,"Y",
"HBK600S","JET CHANGE KIT HOLLEY SQ SEC","AIR",7.07,"Y",
"HCFNKT","FUEL FILLER HOSE CLAMP KIT","AIR",26.49,"Y",
"HCL438","COLLECTOR 4 x 38mm 3in OUTLET","EXH",20.4,"Y",
1824,"MOMO HUB BLANK","HASH",52.44,"Y",
"HB0208SA","BALANCER CHEV BB STEEL/ALLOY C/W","MISC",354.67,"Y",
"PKRG2623","TINT SOLAR CONTROL 35%","ACCESSORY",22.22,"Y",
"HD4VCL","HEADERS FALCON XW-XE 302-351c 4v D/COL","EXH",543,"Y",
"CAN65-200","R/COVERS CHEV SB ALLOY FAB","MISC",311.09,"Y",
"BGG171023","REGULATOR EFI BYPASS TYPE","AIR",337.76,"Y",
"HEI351C","DIST FORD 302-351c 429-460 HEI","IGNITION",219.54,"Y",
"HCL444","COLLECTOR 4 x 44mm 3in OUTLET","EXH",23.96,"Y",
"AUM 5411","GAUGE FUEL PRESS 2-5/8 0-15psi PROCOMP LIQUID","ACCESSORY",196,"Y","Auto Meter's Pro-Comp mechanical full sweep fuel pressure gauges are liquid filled for maximum toughness, accuracy, and quick response time. They have a black face with white numbers, red pointer, and a silver bezel.
Requires a -4 braided hose and mounting cup. Must be mounted outside vehicle."
"HAWHB101W800","BRAKE PADS SUPERLITE DTC30 pr","BRAKES",94.2,"Y",
"HAWHB104S485","BRAKE PADS WIL DYNALITE SINGLE (pair)","BRAKES",65.76,"Y",
"HAWHB100N480","BRAKE PADS WIL DL2 PAIR HP+ STR/RACE","BRAKES",53.32,"Y","HP PLUS STREET PERFORMANCE.
EXTREMELY HIGH FRICTION OUTPUT, RACE WORTHY FOR AUTOCROSS, 
RACE WORRTHY FOR TRACK DAY RACING EVENTS..
"
"HAWHB100W480","BRAKE PADS WIL DL2 PAIR DIRT RACE DTC30","BRAKES",86.2,"Y",
"HAWHB101M800","BRAKE PADS WIL SUPERLITE PAIR RACE","BRAKES",61.32,"Y",
"PER4620","OIL FILTER PER 4620 Z411","MISC",9.73,"Y",
"HB0207","BALANCER CHEV BB STEEL/STEEL NEUTRAL BAL","MISC",364.44,"Y",
"HB0208","BALANCER CHEV BB STEEL/STEEL","MISC",336.89,"Y",
"TRETCET5008","TREMEC TKO-600-FORD 2.87/.64  26x 1-1/8","TRANS",4298,"Y",
"HB0202SA","BALANCER CHEV SB 6-1/8in STEEL/ALLOY","MISC",386,"Y",
"HB0205","BALANCER CHEV 400 STEEL/STEEL","MISC",337.76,"Y",
"HES-MS","RADIATOR 16x12 MINISPRINT TL BR","COOLING",550,"Y",
"HG-TA2200","TIMING LIGHT ADVANCE TESTER","TOOLS",158.22,"Y",
"HED 25560","MUFFLER 2in OVAL","EXH",79.96,"Y",
"HERW30","CAMERA GO PRO KIT","ACCESSORY",262.22,"Y","The Motorsports Hero is a waterproof mini wireless digital video camera system for motorsports. It's quick release design makes mounting to your car, boat, motorcycle, or helmet etc easy. It shoots TV resolution (30fps) picture (3 Megapixel) with two sound levels to capture 56 minutes of video to a 2Gig SD card (not included, but available HERSD2G). Operates on only two AAA batteries (included). Comes complete with cables to connect to a computer (USB) or TV etc (RCA).

Sensor - 3 Megapixel (2048x1536)
Auto exposure
Internal Memory - 16mb (expandable to 2 Gig wth SD card)
Self timer - 10 seconds
"
"HERW31","CAMERA M/SPORTS HERO 5 MEGA PIXEL","ACCESSORY",328.89,"Y",
"HKR21502","MUFFLER 2-1/2in OFF/CEN AERO CHAMBER","EXH",159.98,"Y",
"GR82512","TEE -12m to -12m to 3/4m npt","HOSE",55.09,"Y",
"HLY0-1850C","CARB 600cfm HOLLEY 4bbl VAC SEC (4160)","AIR",499,"Y",
"HHPADS","HARNESS PADS HOOKER SHOULDER PAIR","CLOTHING",80,"Y",
"PUR A24468","AIR FILTER TOY CAMRY  V LEXUS","AIR",46.18,"Y",
"HHRAT5-W/PADS","HARNESS 5pt HOOKER RATCHET W/HIP PADS","CLOTHING",755.54,"Y",
"HED 25570","MUFFLER 2-1/4in (57mm) OVAL","EXH",79.96,"Y",
"HED 25580","MUFFLER 2-1/2in OVAL","EXH",79.96,"Y",
"HDPSBC","HEADER PLATES CHEV SB","EXH",59.51,"Y",
"77-S1","OIL PUMP SCREEN CHEV BB","MISC",28.4,"Y",
"CSR40001","OIL 20w/40 CAST/SYN RACE 40 1ltr PENRITE","OIL",26.49,"Y",
"HEL-MISC","MISC HELMET","CLOTHING",0,"Y",
"EDE2925","INTAKE CHEV SB SUPER VICTOR","MISC",529.76,"Y","The Chevrolet 262-400 Small-Block V8 SUPER VICTOR (3500-8500 rpm) is a high performance feature packed racing manifold for standard port location 23-degree cylinder heads. A taller profile with extra long runners that extend into the plenum offers increased volume. The cross-sectional area of the runners are tuned to complement the runner length creating substantial torque increases at 4500-5500 rpm. The manifold also has many features that will be appreciated by the serious engine builder, including: Slotted flange bolt holes to allow mating on decked blocks or milled heads. Rear water outlets allow custom cooling system routing. The flange above the intake ports is machined flat to provide a straight-line reference for port-matching layout. A boss for a distributor clamp has been added on the left side, for easier to access when timing an engine. Each runner has a nitrous boss to aid in fogger nozzle installation. Available with standard as-cast or EnduraShine finish EDE29254"
"HERSD2G","CAMERA SD CARD 2 Gig","ACCESSORY",35.54,"Y",
"CS10MB","delete","CLOTHING",133.29,"Y",
"HEHW2515","HEADER WRAP 1in 50 foot","EXH",55.07,"Y",
"HCL441","COLLECTOR 4 x 41mm 3in OUTLET","EXH",20.4,"Y",
"HLY6-515-2","NEEDLE & SEAT HOLLEY/BG .130 METH PAIR","AIR",39.98,"Y",
"GR82230","ADAPTOR -6m to 1/4m npt 90deg","HOSE",15.09,"Y",
"HLY65-4412CT","CARB 500cfm HOLLEY 2bbl CIRCLE TRACK REMAN","AIR",496.87,"Y",
"ALL44106","WHEEL NUT 5/8-11 STEEL pk10","TYRES",33.76,"Y",
"62092BL","WARNING LIGHT RED","ACCESSORY",11.54,"Y",
"HLY6-504","NEEDLE & SEAT HOLLEY/BG .110","AIR",26.65,"Y",
"HOO31189D12","TYRE HOOSIER 94/15x15 D12","TYRES",308,"Y",
"HOO31189RD12","TYRE HOOSIER 94/15x15 RD12","TYRES",308,"Y",
"QA1 JNL8S","JAM NUT STE LH 1/2unf 3/4 hex","STEERING",1.76,"Y",
"HLY65-7448CT","CARB 350cfm HOLLEY 2bbl CIRCLE TRACK","AIR",496,"Y",
"KIR00100","SEAT HEAD SUPPORT RT","ACCESSORY",58.65,"Y",
"CARP4600HP","F/PUMP ELECT 97gph 7psi","AIR",151.98,"Y",
"HLY20-11","ACC PUMP CONV KIT (30cc to 50cc)","AIR",83.63,"Y",
"RJS20212","GLOVES 2 LAYER ASST","CLOTHING",111.07,"Y",
"HLY122-99","JETS HOLLEY MAIN 99","AIR",8.87,"Y",
"CRA1971R","COIL OVER KIT CARRERA NO JAM NUT U/W STEEL 31 SHOC","STEERING",88,"Y",
"PI PF125","CAM THRUST PLATE FORD 289-351w","MISC",16.87,"Y",
"NGKR5673-7","NGK R5673-7","IGNITION",5.29,"Y",
"HLY36-181","JET KIT HOLLEY/BG 64-99 pair of each","AIR",121.76,"Y","Fine-tune your Holley carb.
These Holley petrol/avgas jet assortment kits are the professional way to track-tune your Holley carburetor for top performance. They consist of two each of 36 different jet sizes, ranging from 64 to 99. The jets are contained in a plastic case that is designed to keep them separated and make them easily accessible."
"EDE5021","INTAKE FORD 289-302w TORKER 2","MISC",402.65,"Y",
"RT PAD3/16","SEAT PADDING 3/16 THICK RACETECH","ACCESSORY",17.76,"Y",
"MSD8737","THREE STEP MODULE SELECTOR","ACCESSORY",175.98,"Y",
"STPEF","ENGINE FLUSH STP 450ml","CHEMICALS",9.76,"Y",
"IGD1980","MODULE CHEV HEI/EFI LATE NO ADVANCE","IGNITION",79.98,"Y",
"HP708","BOOK HOW TO REBUILD BIG-BLOCK FORD","BOOKS",35.51,"Y",
"SWE301-30010","POWER STEER PUMP W/PULLEY STEEL 1000psi","STEERING",384.87,"Y",
"HP1323","BOOK FORD SB W PERF","BOOKS",39.98,"Y",
"HP1407","BOOK CHEV LS1/LS6 PERF","BOOKS",44.43,"Y",
"HPCLIQBUFF","LIQUID BUFF HPC COATINGS","CHEMICALS",15.98,"Y",
"GFS308","F/SET HOLDEN 253-308 STD","GASKETS",79.98,"Y",
"ULT22413","HARNESS 5pt PULL-DOWN BLUE CAMLOCK","CLOTHING",273.76,"Y",
"GR8115","COVER CLAMP -16 BLUE","HOSE",17.76,"Y",
"HLY0-4779C","CARB 750cfm HOLLEY 4bbl DOUBLE PUMP","AIR",785,"Y",
"GHA424","INTAKE SET HOLD 304,348 VN-VQ BEADED","GASKETS",54.2,"Y",
"HOW828715","O-RING KIT HOWE REL BRG CURRENT","CLUTCH",25.76,"Y",
"HLY108-58","INSULATOR PLATE 4BBL SQ BORE 4 HOLE 5mm","AIR",31.09,"Y",
"HOOS105","TYRE HOOSIER 105/18x15 RD12","TYRES",338,"Y",
"SM911","ALTERNATOR BKT CHEV SB LOW MOUNT LWP","ACCESSORY",79.98,"Y","Chrome low mount Alternator Bracket for Chev Small Block using a long water pump."
"HOW82870","CLUTCH BRG HYD HI RISE DIAPHRAGM","CLUTCH",297.76,"Y",
"HP046","BOOK MAKE YOUR CAR HANDLE","BOOKS",44.43,"Y",
"AUM3544","GAUGE PYRO KIT  1600f 2-5/8 SPORTCOMP","ACCESSORY",373.32,"y",
"VMC1435","STEERING GEAR LOCATOR LH SIDE FUEL SHUTT OFF","MISC",53.32,"Y",
"HOW8289","CLUTCH BRG HYD REMOTE BLEED KIT","CLUTCH",88.87,"Y","Howe's remote bleeder attaches to either style hydraulic throw out bearing in place of the existing bleeder. It allows you to bleed the bearing from outside of the bell housing. 
Will not fit Quarter master release bearings 
Includes: 36in Line, 22in Line, 45 Degree fitting, 90 degree fitting, 1/8in npt female to -4, 1/8in npt male to -4.  

 
 
"
"KN 99-0533","AIR FILTER OIL K&N 227ML BOTTLE (not foam filters)","CHEMICALS",15.09,"Y",
"HP036","BOOK FORD 302-351C,400C,429-460 REBUILD","BOOKS",44.43,"Y",
"HLY122-67","JETS HOLLEY MAIN 67","AIR",8.87,"Y",
"CB927-STD","B/ENDS FORD 302-351C","BEARINGS",83.51,"Y",
1051,"MOTHERS CLEANER CONVERT TOP","NAP",22.13,"Y",
"RS111","STARTER HOLDEN 253-308 1kw","MISC",375.09,"Y",
"HLY122-65","JETS HOLLEY MAIN 65","AIR",8.87,"Y",
"HLY122-66","JETS HOLLEY MAIN 66","AIR",8.87,"Y",
"HLY122-73","JETS HOLLEY MAIN 73","AIR",8.87,"Y",
"HLY122-74","JETS HOLLEY MAIN 74","AIR",8.87,"Y",
"ALL26010","AIR CLEANER TOP 14in K&N XTREME STYLE","AIR",142.2,"Y",
"MS1038-STD","MAINS CHEV 400","BEARINGS",97.73,"Y",
"HLY122-71","JETS HOLLEY MAIN 71","AIR",8.87,"Y",
"HLY12-810","OIL PRESSURE F/PUMP SHUT OFF SWITCH","ACCESSORY",41.76,"Y",
"E88001BL","LEAD SET 8mm V8 90deg/STR BLUE","LEADS",79.98,"Y",
"HLY122-58","JETS HOLLEY MAIN 58","AIR",8.87,"Y",
"HLY122-53","JETS HOLLEY MAIN 53","AIR",8.87,"Y",
"RJS20203M","UNDERWEAR NOMEX TOP & BTM MED","CLOTHING",168.87,"Y",
"HLY122-55","JETS HOLLEY MAIN 55","AIR",8.87,"Y",
"HLY122-62","JETS HOLLEY MAIN 62","AIR",8.87,"Y",
"HLY122-63","JETS HOLLEY MAIN 63","AIR",8.87,"Y",
"PURL24011","OIL FILTER CHEV V6 S10 LATE","MISC",8.84,"Y",
"HLY122-59","JETS HOLLEY MAIN 59","AIR",8.87,"Y",
"COM202","CAM BUTTON CHEV SB 265-400 FIBRE","MISC",15.09,"Y",
"HLY122-61","JETS HOLLEY MAIN 61","AIR",8.87,"Y",
"HLY122-90","JETS HOLLEY MAIN 90","AIR",8.87,"Y",
"HLY122-91","JETS HOLLEY MAIN 91","AIR",8.87,"Y",
"HLY122-78","JETS HOLLEY MAIN 78","AIR",8.87,"Y",
"HLY122-87","JETS HOLLEY MAIN 87","AIR",8.87,"Y",
"SIM1200012","HELMET BLACK SMALL BANDIT FR","CLOTHING",793.76,"Y",
"HLY122-95","JETS HOLLEY MAIN 95","AIR",8.87,"Y",
"COM1320-16","ROLLER ROCKERS 1.7 7/16 PRO-MAGNUM","MISC",613.32,"Y",
"HLY122-97","JETS HOLLEY MAIN 97","AIR",8.87,"Y",
752.83,"BRAKE PADS D/L D11 MET DIRT PAIR","BRAKES",84.25,"Y",
"GR1177","HOSE END -8 120deg for PUSH FIT HOSE WIDE RADIUS","HOSE",44.43,"Y",
"HLY122-94","JETS HOLLEY MAIN 94","AIR",8.87,"Y",
"HLY122-79","JETS HOLLEY MAIN 79","AIR",8.87,"Y",
"AG2202S","GAUGE CUP 2in BLACK","ACCESSORY",26.65,"Y",
"HLY122-75","JETS HOLLEY MAIN 75","AIR",8.87,"Y",
"CB1442H25","B/ENDS FORD 4.6 MOD V8 010 .25mm","BEARINGS",133.32,"Y",
"HLY122-77","JETS HOLLEY MAIN 77","AIR",8.87,"Y",
"GR92923","CAP -12 ALLOY","HOSE",14.2,"Y",
"HLY122-85","JETS HOLLEY MAIN 85","AIR",8.87,"Y",
"HLY122-86","JETS HOLLEY MAIN 86","AIR",8.87,"Y",
"MAL310","ROTOR MALLORY YL TWIN POINT VAC","IGNITION",16.84,"Y",
"HLY122-82","JETS HOLLEY MAIN 82","AIR",8.87,"Y",
"HLY122-83","JETS HOLLEY MAIN 83","AIR",8.87,"Y",
"MIC9558","INNER TUBE 14-17in TREAD WIDTH TYRES","TYRES",142.2,"Y","SUPERCEEDED TO 9558"
"MIL12000","GEAR DRIVE CHEV SB IN COVER","MISC",1064.87,"Y",
"MIL31170","SUMP CHEV SB PRO FULL LENGTH","MISC",706.65,"Y",
"MGBH7","BATTERY HOLD DOWN (127HD) 7in","ELECTRICAL",8.87,"Y",
"MIC6654","TYRE MT SPORTSMAN RADIAL 26x12/15 DOT","TYRES",364.43,"Y","High performance street legal radial tires.
Mickey Thompson Sportsman S/R tires, with a flamed tread design. They are designed for use on hot rods, T-buckets, street rods, and muscle cars. Matching fronts & rear tire diameters are available from 26 in. to 33 in. 
Tire Diameter (in): 26.10 in. 
Minimum Recommended Rim Width (in): 8.50 in. 
Maximum Recommended Rim Width (in): 11.00 in. 
Tread Width (in): 10.60 in. 
Section Width (in): 12.00 in.  
Tube Required: No
Tread Depth: 8/32
DOT Approved: Yes 



"
"WIN8539","DIFF GEAR SET Q/C 10spl 39","DIFF",138,"Y","Winter's 10 spline Quick change Diff gears are CNC Machined for accuracy and are made from 8620 Heat Treated Steel.
For use with Winters Sprint & Pro Eliminator, Speedway engineering, and DMI rears.

6.64 with 4.12 ring & pinion
7.36 with 4.57 ring & pinion
7.83 with 4.86 ring & pinion
18/29 teeth"
"MODEL 439941580","MODEL CAR 1/43 MICHAEL  ANDRETTI","TOY",46.2,"Y","Limited edition 1/43 scale 1999 C.A.R.T. Champ Car model. Michael Andretti #6 KMART/HAVOLINE 1999 swift. Action Performance Companies Inc. official C.A.R.T. licensed product.  Original box and case."
"MODEL 439941582","MODEL CAR 1/43 MAX PAPIS","TOY",46.2,"Y","Limited edition 1/43 scale 1999 C.A.R.T. Champ Car model. Max Papis #7 MILLER LITE 1999 Reynard. Action Performance Companies Inc. official C.A.R.T. licensed product.  Original box and case."
"MOR41100","SPIGOT BRG ROLLER CHEV HOLDEN","MISC",35.54,"Y",
"GBCV","BOOST CONTROL VALVE GATED TYPE1","TURBO",126,"Y",
"213-77","TEMP SENDER CHEV SB V6 LATE MODEL","MISC",43.54,"Y",
"MNR25-3628","SHOCK  MINI STOCK (SUNNY ) MUNROE","STEERING",286.2,"Y",
"MGC5","VINYL & LEATHER CLEANER MOTOGUARD350g","CHEMICALS",11.51,"Y",
"MGCR","BALLAST RESISTOR 1.06ohm","ELECTRICAL",6.18,"Y",
"METTI-MG-HL-DN","DIST HOLD DOWN CHEV V8 TITANIUM","MISC",52.43,"Y",
"MFMF","METAL POLISH 250ML","CHEMICALS",31.09,"Y",
"ACDG-S-BLK","GLOVES 1 LAYER SML BLACK CHICANE","CLOTHING",86.2,"Y",
"CAN24-046","ACCUSUMP 1 QUART","MISC",318,"Y",
"MIC3006","TYRE MT ET DRAG FR 24x4.5-15","TYRES",262.2,"Y",
"MIC3054","TYRE MT DRAG SLICK 28x9/15","TYRES",313.76,"Y",
"TPGKT-TH400D","TRANS PAN GKT TH400 DURAPRENE","TRANS",12.43,"Y",
"MGSC","CHAMOIS SYNTHETIC 40x40 MOTOGUARD","ACCESSORY",8.87,"Y",
"NGKBPR6EY11","NGK BPR6EY-11","IGNITION",4.67,"Y",
"JR 7204","HEADERS CHEV SB 55-57 CHEV","EXH",328,"Y",
"SS 6361","CRANK KEY CHEV SB & HOLD V8 LONG","MISC",2.65,"Y",
"MOPP4349559","HEAD GKT CHRYS 440 (pair of FEL1009)","GASKETS",151.09,"Y","Fel-Pro performance head gaskets feature a PermaTorque/blue gasket body with a solid-steel core to minimize torque loss and gasket blowout. They also have a wire-ring combustion seat with stainless steel ""armor"" for extra sealing force around combustion chambers. Fel-Pro performance head gaskets have the strength of steel-wire sealing, and the minimum brinelling of aluminum heads. 
Pre-flattened steel wire ring. All big block Mopar, except Hemi. 
Composition Type, 4.410 in. Bore, .039 in. Compressed thickness, Chrysler, Big Block

"
"GEG390","C/SET HOLDEN 173-202 69-80","GASKETS",59.51,"Y",
"MOR35570","BLOCK FILLER GROUT","MISC",41.76,"Y","ORDER AS A BOX OF FOUR"
"CRN6000-6440","IGN AMP CRANE HI-6 DIGITAL (6AL EQ)","IGNITION",499.54,"Y",
"MOR63486","RAD FILLER NECK BILLET FOR RAD CAP","COOLING",65.76,"Y",
"MOR64110","PULLEY CHEV SB AL LWR DBL LWP 4in OD 50% REDUCE","ACCESSORY",121.76,"Y",
"MOR62200","OIL PUMP PRIMER CHEV SB,BB","TOOLS",26.49,"Y",
"EDE8716","ADAPTOR DOMINATOR TO HOLLEY SQUARE BORE","AIR",111.07,"Y",
"MOR62390","VALVE SPRING SEAT PRESSURE TOOL 300LB","TOOLS",177.76,"Y",
653601,"GAUGE FITTING FUEL PRESS 5/16","HOSE",5.32,"Y",
"MOPP5007611","R/COVERS CHRY SB ALLOY BLK","MISC",262.2,"Y",
"COM200","CAM BUTTON CHEV SB 265-400 ROLLER","MISC",24.87,"Y",
"MOPP3690426","DIST CHRY 273-360 kit w/orange box","IGNITION",422.2,"Y","The Mopar Electronic, Magnetic Pickup, Vacuum Advance Chrysler small block Distributor conversion kit is High-performance spark, in a low-cost kit, with increased secondary voltage, improved starting, more precise timing and dwell, and increased spark plug life. The package include a distributor with a high-performance advance curve, wiring harness, electronic control unit, ballast resistor, and installation instructions. 

"
"MOPP3690715","OIL PUMP DRIVE CHRY SB W/GEAR","MISC",112.87,"Y","Mopar Performance oil pump driveshaft and distributor gear sets are designed for high performance use, but can also be used as OEM-style replacements. Features include pinned and attached gears, hardened tips."
"MOPP5249807","AIR CLEANER MOPAR 13in x 3in DROP BASE","AIR",168.87,"Y",
"MOR22010","OIL RESTRICTORS CHEV S/B","MISC",26.65,"Y",
"MOR23770","REMOTE OIL FILTER ADAPT CHEV w/2, 1/2npt PORTS","MISC",71.09,"Y","removal of bypass valve required,
PORTS FACE DOWN"
"MOPP5007612","R/COVERS CHRY SB ALLOY","MISC",262.2,"Y",
"MOPP5007614","R/COVERS CHRY BB ALLOY BLK","MISC",302.2,"Y",
"GR8113","COVER CLAMP -10 BLUE","HOSE",10.65,"Y",
"EPC EP15K","CAM FORD 289-302w 280 448","MISC",105.76,"Y",
"HLY122-81","JETS HOLLEY MAIN 81","AIR",8.87,"Y",
"MAL318","ROTOR MALLORY FLAT CAP","IGNITION",17.73,"Y",
"MACJ4","HAND CLEANER MASTER CLEAN JOB","CHEMICALS",31.09,"Y",
"MAL29747","ROTOR MALLORY 83 series LH","IGNITION",78.22,"Y",
"MAL309","ROTOR MALLORY YL TWIN POINT","IGNITION",15.96,"Y",
"M-72","OIL PUMP CHRY 273-360 STD","MISC",97.78,"Y",
"MAL4140","F/PUMP ELECT 140gph w/REG(non return style)","AIR",549.32,"Y",
